dataset,source_file,object_id,quarter,time,flux,flux_err,quality,flux_norm,is_anomaly
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.48032783233066,313118.9375,15.08475112915039,0.0,1.1345460219682175,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.50076202255877,313110.59375,15.083771705627441,128.0,1.1340549455930353,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.50076202255877,313110.59375,15.083771705627441,128.0,1.1340549455930353,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.52119631278038,313129.65625,15.07790470123291,0.0,1.1351768803827775,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.52119631278038,313129.65625,15.07790470123291,0.0,1.1351768803827775,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.5416304027749,313099.0625,15.081795692443848,0.0,1.1333762670071093,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.5416304027749,313099.0625,15.081795692443848,0.0,1.1333762670071093,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.56206459277018,313079.3125,15.08382511138916,0.0,1.132213868995442,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.56206459277018,313079.3125,15.08382511138916,0.0,1.132213868995442,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.58249888252612,313105.78125,15.082748413085938,0.0,1.1337717030395593,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.58249888252612,313105.78125,15.082748413085938,0.0,1.1337717030395593,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.60293297228782,313118.1875,15.07644271850586,0.0,1.1345018802715718,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.60293297228782,313118.1875,15.07644271850586,0.0,1.1345018802715718,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.62336716181744,313121.28125,15.078994750976562,0.0,1.134683964770235,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.62336716181744,313121.28125,15.078994750976562,0.0,1.134683964770235,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.6438013513398,313068.75,15.081707954406738,0.0,1.1315922067676831,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.6438013513398,313068.75,15.081707954406738,0.0,1.1315922067676831,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.66423554040375,313094.84375,15.081421852111816,0.0,1.1331279699634778,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.66423554040375,313094.84375,15.081421852111816,0.0,1.1331279699634778,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.68466972970054,313105.53125,15.080965995788574,0.0,1.1337569891406776,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.68466972970054,313105.53125,15.080965995788574,0.0,1.1337569891406776,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.7051039185244,313124.90625,15.079951286315918,0.0,1.1348973163040221,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.7051039185244,313124.90625,15.079951286315918,0.0,1.1348973163040221,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.7255382073563,313104.21875,15.075920104980469,0.0,1.1336797411715478,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.7255382073563,313104.21875,15.075920104980469,0.0,1.1336797411715478,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.74597229618666,313123.53125,15.080353736877441,0.0,1.1348163898601717,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.74597229618666,313123.53125,15.080353736877441,0.0,1.1348163898601717,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.7664064847777,313147.6875,15.076461791992188,0.0,1.136238120339632,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.7664064847777,313147.6875,15.076461791992188,0.0,1.136238120339632,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.78684067314316,313131.34375,15.07703685760498,0.0,1.13527619920023,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.78684067314316,313131.34375,15.07703685760498,0.0,1.13527619920023,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.80727486150863,313129.53125,15.076323509216309,0.0,1.1351695234333365,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.80727486150863,313129.53125,15.076323509216309,0.0,1.1351695234333365,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.827709049634,313131.5625,15.07211685180664,0.0,1.1352890738617516,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.827709049634,313131.5625,15.07211685180664,0.0,1.1352890738617516,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.84814313776587,313136.78125,15.067099571228027,0.0,1.1355962265009105,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.84814313776587,313136.78125,15.067099571228027,0.0,1.1355962265009105,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.86857742566644,313123.40625,15.071553230285645,0.0,1.1348090329107308,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.86857742566644,313123.40625,15.071553230285645,0.0,1.1348090329107308,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.88901161332615,313133.3125,15.072237014770508,0.0,1.1353920711539247,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.88901161332615,313133.3125,15.072237014770508,0.0,1.1353920711539247,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.90944580099313,313134.0,15.06845474243164,0.0,1.1354325343758498,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.90944580099313,313134.0,15.06845474243164,0.0,1.1354325343758498,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.92987998842727,313153.8125,15.06695556640625,0.0,1.1365986108622377,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.92987998842727,313153.8125,15.06695556640625,0.0,1.1365986108622377,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.95031417585415,313126.1875,15.075870513916016,0.0,1.1349727250357915,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.95031417585415,313126.1875,15.075870513916016,0.0,1.1349727250357915,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.97074836305546,313138.84375,15.07211685180664,0.0,1.135717616166686,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.97074836305546,313138.84375,15.07211685180664,0.0,1.135717616166686,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.99118255002395,313134.0,15.071796417236328,0.0,1.1354325343758498,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,154.99118255002395,313134.0,15.071796417236328,0.0,1.1354325343758498,False
large,kplr010593626-2009166043257_llc.fits,10593626,1,155.0116166369844,313112.28125,15.076606750488281,0.0,1.1341542644104878,False
